real_label,predicted_label,probability_no_goal,probability_goal
False,False,0.9375599660769806,0.06244003392301948
False,False,0.9575608820068346,0.04243911799316534
False,False,0.8252423686483703,0.17475763135162967
False,False,0.8842324208327133,0.11576757916728676
True,False,0.9617875758256427,0.03821242417435734
False,False,0.8243059346989554,0.17569406530104462
False,False,0.9046079665272465,0.0953920334727535
False,False,0.8062019463535572,0.19379805364644279
False,False,0.987537158388275,0.012462841611724916
False,False,0.8667997544952856,0.13320024550471443
False,False,0.9412368006959009,0.05876319930409915
False,False,0.9588784059928152,0.04112159400718481
False,False,0.8627540966303744,0.13724590336962558
False,False,0.8180166280541191,0.18198337194588088
False,False,0.8810580163729084,0.11894198362709163
False,False,0.9596690359096381,0.04033096409036181
False,False,0.9295138678345154,0.07048613216548456
False,False,0.8857114277712077,0.11428857222879235
False,False,0.8892225057691414,0.1107774942308586
False,False,0.9155683419557401,0.08443165804425985
False,False,0.9177800405767256,0.08221995942327448
False,False,0.9276995195493457,0.07230048045065433
False,False,0.9342855987478933,0.0657144012521067
False,False,0.9701902696243185,0.029809730375681506
False,False,0.952938208076718,0.047061791923281984
True,False,0.8842880435261665,0.11571195647383345
False,False,0.8233778462048382,0.1766221537951618
False,False,0.8306963530081812,0.16930364699181874
False,False,0.9824022661833568,0.01759773381664318
True,False,0.8281108856027968,0.17188911439720317
False,False,0.9587981345340059,0.04120186546599412
False,False,0.969294948815808,0.030705051184192002
False,False,0.9782079991321107,0.021792000867889336
False,False,0.9407274906331172,0.05927250936688276
False,False,0.8256557300662527,0.17434426993374727
False,False,0.9530351622759672,0.04696483772403287
False,False,0.9640598509695548,0.03594014903044514
False,False,0.9355031571627348,0.06449684283726521
False,False,0.8113060097871744,0.18869399021282562
False,False,0.8954852095237363,0.10451479047626366
True,False,0.9186892051504547,0.08131079484954525
False,False,0.8821754652173585,0.11782453478264152
True,False,0.9501571472146206,0.04984285278537936
False,False,0.9415698910588829,0.05843010894111716
False,False,0.9629313472896164,0.03706865271038366
False,False,0.8495211999314536,0.1504788000685464
False,False,0.939101160039273,0.06089883996072695
False,False,0.932792880944493,0.06720711905550705
False,False,0.8742734336213631,0.12572656637863694
False,False,0.9987847114320811,0.0012152885679188043
False,False,0.9618661533101005,0.03813384668989949
False,False,0.8447217205607517,0.1552782794392483
False,False,0.8960041277177335,0.10399587228226648
False,False,0.9454604613602862,0.05453953863971385
False,False,0.9209079941532825,0.07909200584671745
False,False,0.9427926792793183,0.057207320720681736
False,False,0.9265764029652682,0.07342359703473182
False,False,0.9544950689376782,0.045504931062321785
False,False,0.8845605020172407,0.11543949798275935
False,False,0.9544795878902272,0.04552041210977281
False,False,0.8177329683296081,0.18226703167039196
False,False,0.9623338552732377,0.03766614472676229
False,False,0.9471226915461765,0.052877308453823574
False,False,0.908988786519277,0.09101121348072307
False,False,0.9265764029652682,0.07342359703473182
False,False,0.896551059945446,0.103448940054554
False,False,0.9812540793570587,0.01874592064294135
False,False,0.9069119827555476,0.09308801724445243
False,False,0.8818026953864863,0.11819730461351376
False,False,0.9353844486780309,0.06461555132196901
False,False,0.9435321100773324,0.05646788992266763
False,False,0.8332602832051521,0.16673971679484784
False,False,0.965390247442272,0.03460975255772805
False,False,0.8449695384978019,0.1550304615021981
False,False,0.9606760236750367,0.03932397632496336
False,False,0.9354669216428224,0.06453307835717761
False,False,0.9327037255295594,0.06729627447044063
False,False,0.95036362441542,0.04963637558458003
False,False,0.9226197685858323,0.07738023141416772
False,False,0.8532624944885374,0.14673750551146256
True,False,0.8305058977984681,0.16949410220153197
False,False,0.8757778886069003,0.1242221113930997
False,False,0.8447508590867027,0.15524914091329733
False,False,0.9223461661285924,0.07765383387140753
False,False,0.8534314796459391,0.14656852035406084
False,False,0.8814448387401111,0.11855516125988885
False,False,0.8942984551403276,0.10570154485967247
False,False,0.9143361418247135,0.08566385817528659
False,False,0.8742431944368674,0.1257568055631326
False,False,0.9542512548946065,0.04574874510539353
False,False,0.8414940502201138,0.1585059497798862
False,False,0.8491409160297243,0.15085908397027573
False,False,0.9168484267316599,0.0831515732683401
False,False,0.9272470294193574,0.07275297058064259
False,False,0.9544763441012656,0.04552365589873436
True,False,0.8177329683296081,0.18226703167039196
False,False,0.9156254787859178,0.0843745212140822
False,False,0.9416665461315586,0.058333453868441375
False,False,0.8377087383144214,0.16229126168557859
False,False,0.9330979682149565,0.06690203178504345
False,False,0.9556638255915666,0.044336174408433356
False,False,0.8750681241774987,0.1249318758225013
True,False,0.9639657927220929,0.036034207277907036
False,False,0.8857114277712077,0.11428857222879235
False,False,0.857360792922461,0.142639207077539
False,False,0.8795515067239995,0.12044849327600049
False,False,0.9384699319232779,0.061530068076722136
False,False,0.9567734422150487,0.0432265577849513
False,False,0.9522183868413148,0.04778161315868527
False,False,0.9480887397804073,0.05191126021959274
False,False,0.8243059346989554,0.17569406530104462
False,False,0.8801483650415008,0.11985163495849911
False,False,0.95011021494965,0.04988978505034997
False,False,0.8576189910131087,0.14238100898689127
False,False,0.9411572280625872,0.05884277193741279
False,False,0.8742431944368674,0.1257568055631326
True,False,0.9164710220555384,0.08352897794446161
True,False,0.8352441283182854,0.1647558716817146
False,False,0.9224664733095556,0.0775335266904445
False,False,0.8225471105212355,0.1774528894787645
False,False,0.9556532249800174,0.04434677501998269
True,False,0.92399098917325,0.07600901082675005
False,False,0.9824973710768666,0.017502628923133322
False,False,0.9542133158007082,0.04578668419929176
False,False,0.961885245736607,0.038114754263392975
False,False,0.933166348463921,0.06683365153607904
True,False,0.8175132079721165,0.1824867920278835
False,False,0.8319279887140069,0.1680720112859931
False,False,0.9404411212545328,0.05955887874546715
False,False,0.9234525264663997,0.07654747353360025
False,False,0.9607063758033355,0.03929362419666453
False,False,0.9335869685250194,0.06641303147498055
False,False,0.8129274892089674,0.18707251079103263
False,False,0.9575293488015287,0.04247065119847129
False,False,0.9092389099699775,0.0907610900300225
False,False,0.9668972005677047,0.03310279943229533
False,False,0.8356653399679416,0.1643346600320584
False,False,0.8213268689283747,0.17867313107162527
False,False,0.960674989732177,0.039325010267823014
False,False,0.8288175166980167,0.17118248330198327
False,False,0.8598061317850425,0.14019386821495752
False,False,0.948944271881852,0.05105572811814794
False,False,0.8911420170479152,0.10885798295208482
False,False,0.9112135962971791,0.08878640370282086
False,False,0.9656203839597903,0.03437961604020965
False,False,0.9582416296987432,0.04175837030125689
False,False,0.849324113581869,0.150675886418131
False,False,0.9718159565891917,0.02818404341080831
False,False,0.9623508813930854,0.03764911860691457
True,False,0.9627326449147562,0.037267355085243814
False,False,0.9633249860885471,0.03667501391145287
False,False,0.8305038965796144,0.16949610342038557
False,False,0.8815969816406746,0.11840301835932542
False,False,0.8319069942058916,0.16809300579410835
False,False,0.9544795878902272,0.04552041210977281
False,False,0.8807355840641617,0.11926441593583827
False,False,0.8369770120349561,0.16302298796504391
False,False,0.9988508990920875,0.001149100907912528
False,False,0.9621737857441366,0.03782621425586339
False,False,0.9427968300768824,0.057203169923117546
False,False,0.8420006662486853,0.15799933375131467
True,False,0.8185727095292401,0.18142729047075992
False,False,0.9994042668092716,0.0005957331907283659
False,False,0.9284749362179546,0.0715250637820454
False,False,0.9621601248033924,0.03783987519660764
False,False,0.9591590604783595,0.04084093952164043
False,False,0.8226255046276522,0.1773744953723478
False,False,0.9658542882152164,0.03414571178478369
False,False,0.9604856141532365,0.03951438584676349
False,False,0.9672150544537734,0.032784945546226546
False,False,0.9463844152934621,0.0536155847065379
False,False,0.9574631442902638,0.042536855709736233
False,False,0.8953374677264921,0.10466253227350787
False,False,0.8635664880987081,0.1364335119012919
False,False,0.9307330245829922,0.06926697541700776
False,False,0.9624108540155254,0.03758914598447459
False,False,0.8305058977984681,0.16949410220153197
False,False,0.9267214611198983,0.07327853888010172
False,False,0.8637993313264947,0.13620066867350533
False,False,0.9680650623764174,0.03193493762358262
False,False,0.8225130025707188,0.1774869974292812
False,False,0.9295642874350217,0.07043571256497823
False,False,0.9003159517358625,0.09968404826413745
False,False,0.9833515776931168,0.016648422306883202
False,False,0.954019229082523,0.045980770917476974
True,False,0.8857868223177253,0.11421317768227471
True,False,0.8573619472240481,0.14263805277595182
False,False,0.9143220907650786,0.08567790923492132
False,False,0.9677552955188815,0.032244704481118505
False,False,0.9893124065264607,0.01068759347353934
False,False,0.9354152012549809,0.06458479874501907
False,False,0.8447807781811425,0.15521922181885753
False,False,0.8281108856027968,0.17188911439720317
False,False,0.9094434595023682,0.0905565404976319
False,False,0.922524196505039,0.07747580349496093
False,False,0.9993956090060413,0.0006043909939587232
True,False,0.8305058977984681,0.16949410220153197
False,False,0.8442245492998148,0.1557754507001852
False,False,0.8157756996861945,0.18422430031380554
False,False,0.8320379000206862,0.1679620999793138
False,False,0.8207012746636152,0.17929872533638477
False,False,0.937571941000342,0.062428058999657934
False,False,0.940132349166185,0.05986765083381495
False,False,0.9706789036504383,0.029321096349561676
False,False,0.8302408176973299,0.16975918230267006
False,False,0.9501603301541857,0.04983966984581434
True,False,0.8288175166980167,0.17118248330198327
False,False,0.9587721961962493,0.04122780380375064
False,False,0.9442419869130267,0.05575801308697325
True,False,0.8534271056788092,0.14657289432119078
False,False,0.8113263306417714,0.1886736693582286
False,False,0.9559117966006071,0.04408820339939291
False,False,0.9047245716817658,0.09527542831823427
False,False,0.9544278947938578,0.045572105206142154
False,False,0.8215057577101352,0.17849424228986474
False,False,0.8333031060553057,0.16669689394469436
False,False,0.8946888701757035,0.10531112982429645
False,False,0.922255961844747,0.077744038155253
False,False,0.9689675461910511,0.03103245380894895
False,False,0.8625913177148553,0.13740868228514466
False,False,0.8571646888736602,0.1428353111263398
False,False,0.8288175166980167,0.17118248330198327
False,False,0.9576497238701174,0.04235027612988259
False,False,0.9519450795145318,0.04805492048546826
False,False,0.9581953194509207,0.041804680549079286
False,False,0.9731389584727311,0.026861041527268877
False,False,0.857360792922461,0.142639207077539
False,False,0.9799804976057683,0.02001950239423164
False,False,0.9151874613599498,0.08481253864005024
False,False,0.8941734955908268,0.10582650440917317
False,False,0.9026290264561789,0.09737097354382111
False,False,0.9784708669267925,0.021529133073207446
False,False,0.9512064918018754,0.04879350819812451
False,False,0.9604172438215244,0.03958275617847557
False,False,0.9606266319129338,0.03937336808706619
True,False,0.9608200046277524,0.03917999537224759
False,False,0.9102366754627323,0.08976332453726762
False,False,0.8770482561367423,0.12295174386325768
False,False,0.898492634967521,0.101507365032479
False,False,0.8213148080222135,0.1786851919777866
False,False,0.9082656140572539,0.09173438594274606
False,False,0.9639177387184346,0.036082261281565414
False,False,0.9971216684512497,0.0028783315487502545
False,False,0.9396451548491374,0.06035484515086261
True,False,0.8833847432291683,0.11661525677083176
False,False,0.95250009754965,0.04749990245034994
False,False,0.8576547003649654,0.14234529963503462
False,False,0.8549230525022679,0.14507694749773217
False,False,0.9175661938297641,0.08243380617023588
False,False,0.9969430049740127,0.0030569950259873536
False,False,0.9407741442707205,0.05922585572927951
False,False,0.9673308015407117,0.032669198459288284
False,False,0.88389282023197,0.11610717976802999
False,False,0.9501571472146206,0.04984285278537936
False,False,0.9660647020518842,0.03393529794811581
False,False,0.9639177387184346,0.036082261281565414
True,False,0.9453687523126195,0.05463124768738044
False,False,0.9989284380470589,0.0010715619529411285
False,False,0.8392405163013452,0.16075948369865475
False,False,0.8225471105212355,0.1774528894787645
False,False,0.9427228939692904,0.05727710603070962
True,False,0.8539960531293918,0.1460039468706083
False,False,0.9398367096501352,0.060163290349864756
True,False,0.887974595215506,0.11202540478449398
True,False,0.825281258071382,0.17471874192861805
False,False,0.9844855063816661,0.015514493618333956
False,False,0.9478923330619786,0.05210766693802139
False,False,0.9984889326206304,0.0015110673793695777
False,False,0.9409540958438932,0.059045904156106735
False,False,0.8872883961907612,0.11271160380923881
False,False,0.8236533677286072,0.17634663227139277
False,False,0.9526034272331328,0.04739657276686713
False,False,0.9544156136466119,0.04558438635338809
False,False,0.8525610169405732,0.14743898305942685
True,False,0.8430184497535075,0.15698155024649252
False,False,0.9605395281396335,0.039460471860366456
False,False,0.9626855638398651,0.03731443616013484
False,False,0.9025067844805854,0.09749321551941455
False,False,0.9531672369889052,0.046832763011094854
False,False,0.8256557300662527,0.17434426993374727
False,False,0.9571539522587588,0.042846047741241226
False,False,0.8393318021926633,0.16066819780733663
True,False,0.8578483102384467,0.14215168976155332
False,False,0.95808279746836,0.04191720253163997
False,False,0.9030761228150479,0.09692387718495206
False,False,0.9198787033889437,0.08012129661105623
False,False,0.8262025132030183,0.17379748679698168
False,False,0.9858744701679616,0.014125529832038446
False,False,0.9675303060732304,0.03246969392676961
False,False,0.8909079679064628,0.10909203209353728
False,False,0.894022415257554,0.10597758474244597
False,False,0.8532063317222347,0.14679366827776527
False,False,0.9577794790936678,0.04222052090633217
False,False,0.9985506294208478,0.0014493705791521832
False,False,0.8534314796459391,0.14656852035406084
False,False,0.8556620669314806,0.14433793306851936
False,False,0.9359609522964973,0.06403904770350267
False,False,0.9400670022511118,0.05993299774888821
False,False,0.9169417230892243,0.08305827691077573
False,False,0.8962502451209597,0.10374975487904026
True,False,0.9404023616706902,0.059597638329309734
True,False,0.8687016076442724,0.13129839235572766
False,False,0.9400601083121073,0.05993989168789274
False,False,0.8333031060553057,0.16669689394469436
False,False,0.8713284932226245,0.12867150677737552
False,False,0.8892754037533495,0.1107245962466506
False,False,0.9976765995918195,0.002323400408180482
False,False,0.8265299382933939,0.1734700617066061
False,False,0.9068865807131946,0.0931134192868054
False,False,0.9610409621376165,0.038959037862383555
False,False,0.9296986256941616,0.07030137430583837
False,False,0.9198806032846121,0.08011939671538798
True,False,0.9123856954227995,0.08761430457720057
False,False,0.9423727637016694,0.05762723629833052
False,False,0.9323496641277649,0.06765033587223515
False,False,0.9689675461910511,0.03103245380894895
False,False,0.9625904489217147,0.037409551078285266
False,False,0.9372052917135634,0.06279470828643664
False,False,0.8225471105212355,0.1774528894787645
False,False,0.8773825259991519,0.12261747400084809
False,False,0.8213268689283747,0.17867313107162527
False,False,0.8282509516927096,0.1717490483072904
False,False,0.9175661938297641,0.08243380617023588
False,False,0.841015438444676,0.158984561555324
False,False,0.9466478579172541,0.0533521420827458
False,False,0.9870541805620519,0.012945819437948116
False,False,0.9632997256124248,0.03670027438757515
False,False,0.8576229440832667,0.1423770559167333
False,False,0.839877334062216,0.16012266593778404
False,False,0.9381612888259732,0.061838711174026895
False,False,0.8151963506187822,0.18480364938121788
False,False,0.9304090420737774,0.06959095792622264
False,False,0.8918278211514973,0.10817217884850268
False,False,0.9695346733460655,0.030465326653934477
False,False,0.9021078772326115,0.09789212276738848
False,False,0.9464031376108739,0.053596862389126046
False,False,0.9258205244623524,0.0741794755376476
False,False,0.9388899876947373,0.06111001230526265
True,False,0.9627323642658965,0.03726763573410352
False,False,0.9506809994322682,0.04931900056773171
False,False,0.949677565088713,0.05032243491128695
True,False,0.8352441283182854,0.1647558716817146
False,False,0.9616807145419174,0.03831928545808266
False,False,0.9367358100526525,0.06326418994734746
False,False,0.8407100029734145,0.15928999702658558
False,False,0.9095613531289862,0.09043864687101374
False,False,0.9427926792793183,0.057207320720681736
False,False,0.9087905448078409,0.09120945519215908
False,False,0.8786600804448017,0.12133991955519834
False,False,0.9355336015442202,0.0644663984557798
False,False,0.8872979451180758,0.11270205488192424
False,False,0.8225471105212355,0.1774528894787645
False,False,0.8367055577308398,0.16329444226916018
False,False,0.9365470252719665,0.06345297472803349
False,False,0.8829667258264332,0.11703327417356682
False,False,0.9082656140572539,0.09173438594274606
False,False,0.8153387665971318,0.18466123340286825
False,False,0.954572227778836,0.045427772221164064
False,False,0.9668972005677047,0.03310279943229533
False,False,0.8447508590867027,0.15524914091329733
False,False,0.9989419908242813,0.0010580091757187663
False,False,0.9364327532438859,0.06356724675611412
False,False,0.966870850921119,0.03312914907888104
False,False,0.915501309785956,0.08449869021404402
False,False,0.9400122416604756,0.05998775833952436
False,False,0.934900980925385,0.06509901907461496
False,False,0.9485777913642776,0.05142220863572242
False,False,0.8788671986154303,0.12113280138456968
True,False,0.8166922365144297,0.18330776348557032
False,False,0.907920503604942,0.09207949639505791
False,False,0.8945458446577282,0.10545415534227175
False,False,0.8206988084846947,0.17930119151530532
False,False,0.8219621954521283,0.1780378045478717
False,False,0.8905684583026284,0.10943154169737153
False,False,0.912749844942511,0.08725015505748897
False,False,0.9302964766375524,0.0697035233624476
False,False,0.9483629697382717,0.05163703026172833
False,False,0.8868083392559196,0.11319166074408041
False,False,0.8333031060553057,0.16669689394469436
False,False,0.9305439647328881,0.06945603526711189
False,False,0.9567734422150487,0.0432265577849513
False,False,0.8511660572144532,0.14883394278554685
False,False,0.8576547003649654,0.14234529963503462
False,False,0.9435382894485335,0.0564617105514665
False,False,0.9397493635985055,0.06025063640149456
True,False,0.8447508590867027,0.15524914091329733
False,False,0.9578542551214595,0.04214574487854053
False,False,0.9638280600322355,0.03617193996776448
False,False,0.9456527097460001,0.05434729025399982
False,False,0.9177800405767256,0.08221995942327448
False,False,0.9223461661285924,0.07765383387140753
False,False,0.9447112120240484,0.05528878797595161
True,False,0.8549962697905417,0.14500373020945836
False,False,0.8460378551694552,0.15396214483054485
False,False,0.9522191808636156,0.04778081913638448
False,False,0.9023722431109708,0.09762775688902924
False,False,0.842880432065883,0.15711956793411694
False,False,0.832559418871855,0.16744058112814494
False,False,0.8883990455113024,0.11160095448869757
False,False,0.8771221385005259,0.12287786149947416
False,False,0.8572414032880655,0.1427585967119345
False,False,0.8729172745082611,0.1270827254917389
False,False,0.9330603214816683,0.06693967851833167
False,False,0.950850716505152,0.049149283494848005
False,False,0.9531237875617653,0.04687621243823467
False,False,0.9564072109981518,0.043592789001848126
False,False,0.8497597258461821,0.15024027415381788
True,False,0.8288175166980167,0.17118248330198327
False,False,0.9199847862326412,0.08001521376735879
False,False,0.9031941221865545,0.09680587781344552
False,False,0.8342718122307401,0.1657281877692599
False,False,0.9111189597607605,0.08888104023923953
False,False,0.9533001324366923,0.04669986756330774
False,False,0.9602292179977825,0.03977078200221752
False,False,0.9621941114105454,0.03780588858945458
False,False,0.9622636367253198,0.03773636327468022
False,False,0.9565616531004032,0.043438346899596844
False,False,0.9730615232661266,0.02693847673387337
False,False,0.8386800660540528,0.16131993394594726
True,False,0.8978777074275002,0.10212229257249977
False,False,0.8289435810203963,0.17105641897960364
False,False,0.9700711745973866,0.029928825402613414
False,False,0.8530864522863307,0.14691354771366927
True,False,0.8744433056169516,0.1255566943830484
False,False,0.9232516891106578,0.07674831088934221
False,False,0.969794296683893,0.03020570331610692
False,False,0.9109828127465804,0.08901718725341957
False,False,0.9418437048981059,0.05815629510189416
True,False,0.8410010508300818,0.1589989491699182
False,False,0.864186107949536,0.135813892050464
False,False,0.9062518306694411,0.09374816933055885
False,False,0.9292432614451005,0.07075673855489947
False,False,0.9562070523775174,0.04379294762248264
False,False,0.9198713051221689,0.08012869487783113
False,False,0.8282509516927096,0.1717490483072904
False,False,0.9748595716212559,0.02514042837874411
False,False,0.9272270031160738,0.0727729968839262
False,False,0.8876831060028952,0.11231689399710473
False,False,0.8805746062066565,0.11942539379334352
False,False,0.894022415257554,0.10597758474244597
False,False,0.8930914204684276,0.10690857953157243
False,False,0.9666382303583608,0.03336176964163918
False,False,0.9692322053976071,0.030767794602392873
False,False,0.8711543348197582,0.12884566518024176
False,False,0.839878976929792,0.160121023070208
False,False,0.9534493148577308,0.046550685142269205
False,False,0.9193368700370819,0.08066312996291812
False,False,0.9594755835884051,0.040524416411594856
False,False,0.9017154485456446,0.09828455145435543
False,False,0.9371908035385408,0.06280919646145922
True,False,0.894022415257554,0.10597758474244597
False,False,0.956268528681682,0.04373147131831802
False,False,0.9214205432387125,0.07857945676128755
False,False,0.9097781621156813,0.09022183788431873
False,False,0.8495211999314536,0.1504788000685464
True,False,0.7910867913583228,0.20891320864167712
True,False,0.8356653399679416,0.1643346600320584
False,False,0.9627181011412966,0.037281898858703366
False,False,0.9514284502195011,0.04857154978049898
False,False,0.9223731037998113,0.07762689620018873
False,False,0.8822395261181248,0.11776047388187517
False,False,0.9441854929760997,0.05581450702390031
False,False,0.9440869186355172,0.055913081364482836
False,False,0.952096638200806,0.04790336179919392
False,False,0.9175737477611622,0.0824262522388378
False,False,0.8081371640408179,0.19186283595918202
False,False,0.9020519893673448,0.09794801063265528
False,False,0.8143184821824866,0.18568151781751338
False,False,0.8619844414141531,0.13801555858584694
False,False,0.8213148080222135,0.1786851919777866
False,False,0.9158020620553539,0.08419793794464617
False,False,0.8654894297009601,0.13451057029903987
False,False,0.9402048113814782,0.059795188618521816
False,False,0.9049676376842134,0.09503236231578664
False,False,0.9642700886588117,0.03572991134118833
False,False,0.8219621954521283,0.1780378045478717
False,False,0.9545573188219533,0.04544268117804671
False,False,0.9890063151658423,0.010993684834157753
False,False,0.8723800223151242,0.1276199776848758
False,False,0.9302174338818187,0.06978256611818136
False,False,0.9373350799881192,0.06266492001188088
False,False,0.9440847441722653,0.05591525582773477
False,False,0.8211466824680931,0.17885331753190695
False,False,0.837602157338507,0.16239784266149304
True,False,0.863819985677053,0.13618001432294707
True,False,0.871403336915086,0.128596663084914
False,False,0.8989270437702768,0.10107295622972327
False,False,0.8207012746636152,0.17929872533638477
False,False,0.9248139365415254,0.07518606345847453
True,False,0.9090940839209825,0.09090591607901756
False,False,0.9575851432939715,0.04241485670602857
False,False,0.8953374677264921,0.10466253227350787
False,False,0.8309855502777829,0.16901444972221716
False,False,0.8356724622558535,0.16432753774414652
False,False,0.9484865707980215,0.05151342920197856
False,False,0.93950326483057,0.06049673516943002
True,False,0.8558940083813613,0.14410599161863863
False,False,0.9280318449035977,0.07196815509640234
False,False,0.9175082751897219,0.08249172481027817
False,False,0.9148306435092756,0.08516935649072442
False,False,0.9415245663663709,0.058475433633629115
False,False,0.8686745995617593,0.1313254004382407
False,False,0.9173380212138866,0.08266197878611335
False,False,0.8688981637306005,0.13110183626939956
False,False,0.8866200056939483,0.11337999430605174
False,False,0.9409585314911101,0.05904146850888991
False,False,0.9611724992947702,0.038827500705229764
False,False,0.9622636367253198,0.03773636327468022
False,False,0.9496858304886386,0.05031416951136137
True,False,0.9276891652231576,0.07231083477684241
False,False,0.9546015651744111,0.0453984348255889
False,False,0.9663840322674285,0.033615967732571424
True,False,0.9472387183525066,0.05276128164749337
False,False,0.9645014204793658,0.03549857952063421
False,False,0.8690976898245721,0.1309023101754278
False,False,0.8568883203037686,0.1431116796962314
False,False,0.9606574614060948,0.03934253859390524
False,False,0.9494002766900661,0.05059972330993393
False,False,0.9043555273851956,0.09564447261480431
False,False,0.8444060004624202,0.15559399953757982
False,False,0.9416838309318032,0.05831616906819676
False,False,0.9529888559542509,0.04701114404574914
False,False,0.9417172278484769,0.05828277215152316
False,False,0.9616272530674457,0.03837274693255428
False,False,0.9255866715929412,0.07441332840705879
False,False,0.9621683970579009,0.03783160294209909
False,False,0.8151963506187822,0.18480364938121788
True,False,0.8519429378632204,0.14805706213677958
False,False,0.9371908035385408,0.06280919646145922
False,False,0.9490362129322784,0.05096378706772164
False,False,0.872166312222,0.12783368777799992
True,False,0.8450613705209322,0.15493862947906772
False,False,0.930827186100111,0.06917281389988905
False,False,0.8392724481899894,0.16072755181001064
False,False,0.9638064220552867,0.0361935779447133
False,False,0.9816937970677889,0.01830620293221103
True,False,0.841015438444676,0.158984561555324
False,False,0.9524507440112829,0.047549255988717065
True,False,0.8306963530081812,0.16930364699181874
False,False,0.8611340342992593,0.13886596570074075
False,False,0.9143504346205249,0.08564956537947505
False,False,0.9909010149126506,0.009098985087349416
False,False,0.9622309214528142,0.03776907854718575
False,False,0.9453687523126195,0.05463124768738044
False,False,0.8762710674321316,0.12372893256786843
False,False,0.9368354039542356,0.06316459604576437
False,False,0.8525610169405732,0.14743898305942685
False,False,0.8875531117106816,0.1124468882893184
False,False,0.8796055539664736,0.12039444603352649
False,False,0.8576547003649654,0.14234529963503462
False,False,0.9021366615168417,0.09786333848315834
False,False,0.9994669834371859,0.0005330165628140923
False,False,0.9663956326692784,0.03360436733072157
False,False,0.8854916410146183,0.11450835898538174
False,False,0.9546261332230462,0.04537386677695378
False,False,0.9197687187801836,0.08023128121981642
False,False,0.953536112272647,0.046463887727352986
False,False,0.8506730866472252,0.14932691335277487
False,False,0.9180803987813018,0.08191960121869826
False,False,0.8329838750302038,0.16701612496979626
