game_id,season,game_type,game_date,venue,venue_location,away_team_id,away_team_abbrev,away_team_name,home_team_id,home_team_abbrev,home_team_name,event_id,event_idx,sort_order,period_number,period_type,max_regulation_periods,time_in_period,time_remaining,situation_code,is_empty_net,is_goal,type_code,type_desc_key,away_score,home_score,away_sog,home_sog,x_coord,y_coord,zone_code,shot_type,description,event_owner_team_id,details_type_code,scoring_player_total,assist1_player_total,assist2_player_total,goal_distance,goal_angle,goal_side,goal_x_coord,shooting_player_id,shooting_player_name,shooting_player_team_id,shooting_player_position_code,goalie_in_net_id,goalie_in_net_name,goalie_in_net_team_id,goalie_in_net_position_code,scoring_player_id,scoring_player_name,scoring_player_team_id,scoring_player_position_code,assist1_player_id,assist1_player_name,assist1_player_team_id,assist1_player_position_code,assist2_player_id,assist2_player_name,assist2_player_team_id,assist2_player_position_code,time_in_period_seconds,game_seconds,last_event_type,last_x,last_y,time_since_last_event,distance_from_last_event,is_rebound,speed,last_angle,absolute_angle_change,power_play_time_elapsed,shooting_team_skaters,opposing_team_skaters
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,219,111,216,1,REG,3,19:08,00:52,1551,False,False,506,shot-on-goal,,,7.0,12.0,-84.0,30.0,D,wrist,Philipp Grubauer stops a shot from Josh Morrissey,52.0,,,,,175.58188972670274,9.837850966033223,right,89,8477504.0,Josh Morrissey,52.0,D,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,1148,1148,blocked-shot,-62.0,-19.0,9.0,53.71219600798314,True,5.968021778664793,35.13419305691563,44.97204402294885,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,223,116,224,1,REG,3,19:51,00:09,1551,False,False,506,shot-on-goal,,,7.0,13.0,-33.0,-26.0,O,wrist,Connor Hellebuyck stops a shot from Dmitry Orlov,15.0,,,,,61.741396161732524,24.90476880809517,right,-89,8475200.0,Dmitry Orlov,15.0,D,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,1191,1191,blocked-shot,-79.0,-8.0,9.0,49.39635614091387,True,5.488484015657097,38.65980825409008,63.56457706218525,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,231,121,235,2,REG,3,00:31,19:29,1551,False,False,506,shot-on-goal,,,7.0,14.0,-66.0,-34.0,D,wrist,Connor Hellebuyck stops a shot from Tom Wilson,15.0,,,,,158.68522300453813,-12.37215525051822,left,89,8476880.0,Tom Wilson,15.0,R,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,31,1231,hit,23.0,-38.0,21.0,89.08984229416954,False,4.242373442579502,18.741340445192726,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,232,122,240,2,REG,3,00:50,19:10,1551,False,False,506,shot-on-goal,,,8.0,14.0,-81.0,-13.0,O,wrist,Philipp Grubauer stops a shot from Nikolaj Ehlers,52.0,,,,,15.264337522473747,58.3924977537511,right,-89,8477940.0,Nikolaj Ehlers,52.0,L,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,50,1250,shot-on-goal,-66.0,-34.0,19.0,25.80697580112788,True,1.3582618842698884,-12.37215525051822,70.76465300426932,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,236,128,250,2,REG,3,01:21,18:39,1551,False,False,506,shot-on-goal,,,8.0,15.0,35.0,-23.0,O,slap,Connor Hellebuyck stops a shot from Matt Niskanen,15.0,,,,,58.69412236331676,-23.07041224982466,left,89,8471702.0,Matt Niskanen,15.0,D,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,81,1281,faceoff,-69.0,22.0,11.0,113.3181362359971,False,10.30164874872701,7.926926682689563,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,243,140,266,2,REG,3,03:14,16:46,1551,False,False,506,shot-on-goal,,,9.0,15.0,-86.0,11.0,O,wrap-around,Philipp Grubauer stops a shot from Kyle Connor,52.0,,,,,11.40175425099138,-74.74488129694222,left,-89,8478398.0,Kyle Connor,52.0,L,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,194,1394,missed-shot,-76.0,7.0,8.0,10.770329614269007,True,1.346291201783626,-28.300755766006386,103.04563706294861,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,411,144,275,2,REG,3,03:48,16:12,1551,False,False,506,shot-on-goal,,,9.0,16.0,79.0,-7.0,O,backhand,Connor Hellebuyck stops a shot from Evgeny Kuznetsov,15.0,,,,,12.206555615733702,-34.99202019855866,left,89,8475744.0,Evgeny Kuznetsov,15.0,C,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,228,1428,faceoff,69.0,-22.0,7.0,18.027756377319946,False,2.575393768188564,-47.72631099390627,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,245,145,276,2,REG,3,03:50,16:10,1551,False,False,506,shot-on-goal,,,9.0,17.0,75.0,-1.0,O,wrist,Connor Hellebuyck stops a shot from Tom Wilson,15.0,,,,,14.035668847618199,-4.085616779974888,left,89,8476880.0,Tom Wilson,15.0,R,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,230,1430,shot-on-goal,79.0,-7.0,2.0,7.211102550927978,True,3.605551275463989,-34.99202019855866,39.07763697853355,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,413,146,277,2,REG,3,03:52,16:08,1551,False,False,506,shot-on-goal,,,9.0,18.0,82.0,7.0,O,wrist,Connor Hellebuyck stops a shot from Alex Ovechkin,15.0,,,,,9.899494936611665,45.0,right,89,8471214.0,Alex Ovechkin,15.0,L,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,232,1432,blocked-shot,82.0,6.0,1.0,1.0,True,1.0,40.601294645004465,85.60129464500446,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,247,148,279,2,REG,3,03:53,16:07,1551,False,True,505,goal,1.0,2.0,,,85.0,8.0,O,wrist,Alex Ovechkin scores a goal,15.0,,42.0,19.0,45.0,8.94427190999916,63.43494882292202,right,89,,,,,8476945.0,Connor Hellebuyck,52.0,G,8471214.0,Alex Ovechkin,15.0,L,8476880.0,Tom Wilson,15.0,R,8475744.0,Evgeny Kuznetsov,15.0,C,233,1433,shot-on-goal,82.0,7.0,1.0,3.1622776601683795,True,3.1622776601683795,45.0,108.43494882292202,0,5,5
